SITE_ID	YEAR	VISIT_NO	MONTH	DAY	CLEAR_TO_BOTTOM	SECCHI
NLA12_CA-143	2012	1	5	2		4.835
NLA12_AZ-101	2012	1	5	8		2.85
NLA12_ND-115	2012	1	5	16		2.2
NLA12_AZ-118	2012	1	5	9		1.55
NLA12_UT-103	2012	1	5	9		2.3
NLA12_AZ-130	2012	1	5	10		1.85
NLA12_FL-101	2012	1	5	14		0.225
NLA12_UT-101	2012	1	5	15	Y	
NLA12_ND-112	2012	1	5	15		2.55
NLA12_FL-123	2012	1	5	15		5.35
NLA12_FL-102	2012	1	5	16		0.475
NLA12_GA-112	2012	1	5	16		2.345
NLA12_UT-108	2012	1	5	17		2.25
NLA12_FL-107	2012	1	5	17		5.7
NLA12_FL-110	2012	1	5	18		1.575
NLA12_FL-106	2012	1	5	20		0.725
NLA12_FL-104	2012	1	5	19		0.75
NLA12_CA-168	2012	1	5	21		0.805
NLA12_OK-122	2012	1	5	21		0.135
NLA12_WI-R11	2012	1	5	21	Y	1.5
NLA12_KS-114	2012	1	5	22		0.775
NLA12_OK-R01	2012	1	5	22		0.85
NLA12_CA-106	2012	1	5	22		0.31
NLA12_FL-114	2012	1	5	21		1.5
NLA12_PA-102	2012	1	9	5		0.85
NLA12_WI-R08	2012	1	5	22		1.83
NLA12_AL-105	2012	1	5	23		0.425
NLA12_OK-118	2012	1	5	23		0.605
NLA12_CA-172	2012	1	5	23		12.3
NLA12_AZ-127	2012	1	5	23		0.29
NLA12_KY-101	2012	1	5	24		3.15
NLA12_KY-107	2012	1	5	23		1.1
NLA12_NC-107	2012	1	5	23		2.45
NLA12_GA-101	2012	1	5	24		1.75
NLA12_AL-101	2012	1	5	24		2.55
NLA12_OK-R09	2012	1	5	23		0.29
NLA12_KY-103	2012	1	5	25		2.55
NLA12_OK-293	2012	1	5	29		28
NLA12_NM-132	2012	1	5	28		0.1
NLA12_SC-105	2012	1	5	27		0.85
NLA12_SC-112	2012	1	5	26	Y	
NLA12_SC-108	2012	1	5	28		1.05
NLA12_NM-152	2012	1	5	29		0.2
NLA12_CO-110	2012	1	5	29		0.62
NLA12_ND-101	2012	1	5	30		1.425
NLA12_KY-104	2012	1	5	30		0.15
NLA12_KS-130	2012	1	5	30		0.95
NLA12_PA-108	2012	1	5	30		3.375
NLA12_NC-105	2012	1	5	30		4.65
NLA12_NM-105	2012	1	5	30		0.3
NLA12_SD-101	2012	1	5	31		1.75
NLA12_NM-104	2012	1	6	1		2.6
NLA12_KY-120	2012	1	5	31		0.2
NLA12_KY-122	2012	1	6	3		0.65
NLA12_TN-114	2012	1	5	31		0.55
NLA12_TN-113	2012	1	6	1		0.6
NLA12_TN-108	2012	1	5	29		0.3
NLA12_KY-102	2012	1	6	1		1.35
NLA12_SC-106	2012	1	6	1		1.35
NLA12_NC-109	2012	1	6	4		3.5
NLA12_NC-101	2012	1	6	3		1.2
NLA12_NC-108	2012	1	6	2		3.125
NLA12_SD-138	2012	1	6	4		3.075
NLA12_NM-117	2012	1	6	3		3.8
NLA12_KS-108	2012	1	6	4		0.185
NLA12_KY-114	2012	1	6	4		1.4
NLA12_NM-133	2012	1	6	4	Y	1.37
NLA12_MS-107	2012	1	6	4		0.225
NLA12_MS-106	2012	1	6	2		0.95
NLA12_IA-107	2012	1	6	4		0.165
NLA12_SD-130	2012	1	6	5		0.45
NLA12_KS-109	2012	1	6	5		1.225
NLA12_SD-182	2012	1	6	5		4.75
NLA12_VA-109	2012	1	6	5	Y	1.3
NLA12_MT-113	2012	1	6	5	Y	
NLA12_KY-117	2012	1	6	5		1.2
NLA12_KS-103	2012	1	6	6		1.23
NLA12_VA-116	2012	1	6	6		1.53
NLA12_SD-166	2012	1	6	4	Y	
NLA12_SC-103	2012	1	6	5		7.35
NLA12_SD-104	2012	1	6	6		4
NLA12_SD-122	2012	1	6	6		0.325
NLA12_UT-112	2012	1	6	5		0.95
NLA12_UT-128	2012	1	6	6		0.375
NLA12_PA-107	2012	1	6	6		0.885
NLA12_KS-R02	2012	1	6	7		0.7
NLA12_MO-109	2012	1	6	5		0.765
NLA12_IA-132	2012	1	6	7		0.31
NLA12_NC-116	2012	1	6	6		0.7
NLA12_MN-145	2012	1	6	6	Y	3.6
NLA12_MN-118	2012	1	6	7		0.175
NLA12_MN-111	2012	1	6	7		4.8
NLA12_ND-104	2012	1	6	7		0.55
NLA12_ND-118	2012	1	6	7		1.75
NLA12_NM-150	2012	1	6	6		0.24
NLA12_UT-104	2012	1	6	7		0.875
NLA12_NV-106	2012	1	6	7		0.42
NLA12_NV-101	2012	1	6	6		0.19
NLA12_KS-125	2012	1	6	8		2.75
NLA12_NM-134	2012	1	6	7		3.2
NLA12_NM-138	2012	1	6	8		2.5
NLA12_NC-103	2012	1	6	7		1.85
NLA12_NM-129	2012	1	6	10		1.2
NLA12_MO-107	2012	1	6	7		0.35
NLA12_IL-R01	2012	1	6	11		2.385
NLA12_KS-138	2012	1	6	11		2.2
NLA12_OK-121	2012	1	6	11		0.195
NLA12_MN-132	2012	1	6	11		3.35
NLA12_UT-102	2012	1	6	11		4.85
NLA12_IA-105	2012	1	6	11		0.225
NLA12_NM-160	2012	1	6	11		0.11
NLA12_IL-R04	2012	1	6	12		1.47
NLA12_MS-101	2012	1	6	9		0.475
NLA12_MS-102	2012	1	6	10		0.95
NLA12_MS-104	2012	1	6	8		0.55
NLA12_PA-101	2012	1	6	12		1.375
NLA12_ND-139	2012	1	6	12		2.9
NLA12_IA-120	2012	1	6	12		0.25
NLA12_MT-104	2012	1	6	12		3.66
NLA12_SD-114	2012	1	6	12		0.5
NLA12_SD-115	2012	1	6	12		0.275
NLA12_ND-146	2012	1	6	12		0.86
NLA12_MN-120	2012	1	6	12		2.5
NLA12_MN-122	2012	1	6	12	Y	4
NLA12_NH-108	2012	1	6	12		1.765
NLA12_OK-101	2012	1	6	12		0.825
NLA12_OK-291	2012	1	6	12		0.375
NLA12_UT-110	2012	1	6	12	Y	
NLA12_VA-108	2012	1	6	12		1.655
NLA12_WV-102	2012	1	6	12		1.925
NLA12_OK-108	2012	1	6	11		1.23
NLA12_OK-135	2012	1	6	11		0.175
NLA12_CA-174	2012	1	6	11		3.28
NLA12_CA-116	2012	1	6	12		9.605
NLA12_KS-R08	2012	1	6	13		0.6
NLA12_ND-110	2012	1	6	13		0.75
NLA12_VA-125	2012	1	6	13		3.675
NLA12_KS-105	2012	1	6	13		0.265
NLA12_IL-R03	2012	1	6	13		1.43
NLA12_LA-101	2012	1	6	12		0.875
NLA12_MN-137	2012	1	6	13		0.25
NLA12_UT-109	2012	1	6	12		1.35
NLA12_NY-0104	2012	1	6	13		0.55
NLA12_ND-162	2012	1	6	13		0.36
NLA12_KS-R07	2012	1	6	14		0.7
NLA12_GA-107	2012	1	6	13		0.46
NLA12_TX-121	2012	1	6	13		0.78
NLA12_VA-114	2012	1	6	14		0.88
NLA12_WV-106	2012	1	6	13		2.375
NLA12_ND-178	2012	1	6	14		3.9
NLA12_CA-132	2012	1	6	13		4.085
NLA12_ND-163	2012	1	6	14		0.775
NLA12_NH-104	2012	1	6	14	N	2.75
NLA12_MN-107	2012	1	6	13		1.8
NLA12_LA-134	2012	1	6	14		0.45
NLA12_IA-101	2012	1	6	14		0.345
NLA12_KS-102	2012	1	6	12		0.91
NLA12_TX-R02	2012	1	6	13		2.01
NLA12_KS-124	2012	1	6	14		0.33
NLA12_AZ-101	2012	2	6	14		2.25
NLA12_KS-R11	2012	1	6	15		1.1
NLA12_MO-119	2012	1	6	14		0.91
NLA12_NV-127	2012	1	6	12	Y	2.2
NLA12_NV-167	2012	1	6	14	Y	
NLA12_TX-144	2012	1	6	14		1.2
NLA12_LA-102	2012	1	6	17		0.55
NLA12_WI-R06	2012	1	6	18		1.415
NLA12_SD-168	2012	1	6	18		2.15
NLA12_ND-186	2012	1	6	18		0.68
NLA12_CA-157	2012	1	6	18		2.49
NLA12_LA-105	2012	1	6	18		1.15
NLA12_LA-161	2012	1	6	18		1.25
NLA12_ND-108	2012	1	6	18		0.1
NLA12_OK-134	2012	1	6	18		0.2
NLA12_TX-165	2012	1	6	18		1.35
NLA12_ND-126	2012	1	6	19		0.3
NLA12_KS-101	2012	1	6	19	Y	0.065
NLA12_CA-121	2012	1	6	19		2.33
NLA12_IA-109	2012	1	6	18	Y	1.54
NLA12_LA-103	2012	1	6	19		0.25
NLA12_LA-152	2012	1	6	19		0.55
NLA12_MN-102	2012	1	6	19		2.45
NLA12_MT-109	2012	1	6	19		1.48
NLA12_UT-105	2012	1	6	19		5.55
NLA12_TX-117	2012	1	6	19		0.325
NLA12_OR-110	2012	1	6	18		2.05
NLA12_OK-120	2012	1	6	19		0.915
NLA12_OK-104	2012	1	6	19		1.3
NLA12_NH-101	2012	1	6	19	N	3.05
NLA12_MI-R08	2012	1	6	20		1.635
NLA12_SD-172	2012	1	6	20		1.15
NLA12_SD-124	2012	1	6	19		0.45
NLA12_SD-140	2012	1	6	19		0.475
NLA12_MN-108	2012	1	6	19		4
NLA12_CT-101	2012	1	6	20	Y	1.92
NLA12_NH-R04	2012	1	6	18		8.1075
NLA12_WV-101	2012	1	6	19		4.82
NLA12_ND-155	2012	1	6	20	Y	1.7
NLA12_NY-0101	2012	1	6	20		8.4
NLA12_OK-109	2012	1	6	20		0.475
NLA12_MT-118	2012	1	6	20		0.7
NLA12_ND-151	2012	1	6	20		0.35
NLA12_WV-115	2012	1	6	20		2.175
NLA12_NH-112	2012	1	6	21	N	3.35
NLA12_MN-163	2012	1	6	21		0.5
NLA12_ND-173	2012	1	6	21		1.55
NLA12_LA-104	2012	1	6	20		1.05
NLA12_NV-103	2012	1	6	19	Y	2
NLA12_NV-102	2012	1	6	20		1.225
NLA12_MN-130	2012	1	6	21		1.55
NLA12_KS-109	2012	2	6	21		1.075
NLA12_LA-154	2012	1	6	21		0.15
NLA12_LA-155	2012	1	6	21		2.6
NLA12_UT-160	2012	1	6	21	Y	
NLA12_TX-101	2012	1	6	21		0.175
NLA12_MI-R09	2012	1	6	21		6.2
NLA12_MT-138	2012	1	6	21		0.655
NLA12_TX-160	2012	1	6	22		0.45
NLA12_MO-104	2012	1	6	21		1.65
NLA12_MO-117	2012	1	6	21		2.5
NLA12_CO-124	2012	1	6	22		3.675
NLA12_LA-106	2012	1	6	22		0.65
NLA12_LA-109	2012	1	6	24		0.25
NLA12_TX-195	2012	1	6	24		0.35
NLA12_IA-106	2012	1	6	25		0.575
NLA12_ND-115	2012	2	6	25		0.875
NLA12_NV-141	2012	1	6	25		
NLA12_WI-140	2012	1	6	25	Y	1
NLA12_MD-102	2012	1	6	25		0.45
NLA12_DE-105	2012	1	6	25	Y	
NLA12_KS-126	2012	1	6	25		0.045
NLA12_IA-R03	2012	1	6	26		2.25
NLA12_IA-103	2012	1	6	26		3.01
NLA12_VA-R01	2012	1	6	26		5.175
NLA12_NV-193	2012	1	6	26		2.225
NLA12_TX-187	2012	1	6	26		0.25
NLA12_CO-102	2012	1	6	26		7.09
NLA12_KS-106	2012	1	6	26		0.83
NLA12_LA-141	2012	1	6	25		0.15
NLA12_MN-105	2012	1	6	26		1.15
NLA12_MT-126	2012	1	6	26	Y	
NLA12_NJ-107	2012	1	6	26		1.15
NLA12_SD-106	2012	1	6	26		1.3
NLA12_TX-157	2012	1	6	25		0.55
NLA12_WV-113	2012	1	6	26		1.25
NLA12_SD-110	2012	1	6	27		1.325
NLA12_IL-110	2012	1	6	26		1.325
NLA12_NH-105	2012	1	6	26	N	1.85
NLA12_CT-115	2012	1	6	26		4.19
NLA12_IA-R01	2012	1	6	27		1
NLA12_MN-109	2012	1	6	25		1.45
NLA12_VA-R17	2012	1	6	27		4.015
NLA12_MT-154	2012	1	6	27		0.18
NLA12_ID-194	2012	1	6	26	N	1.05
NLA12_UT-173	2012	1	6	27		2.41
NLA12_UT-165	2012	1	6	27	Y	
NLA12_WV-111	2012	1	6	27		2.715
NLA12_NV-109	2012	1	6	27		3.85
NLA12_KS-107	2012	1	6	27		1.15
NLA12_RI-104	2012	1	6	27		1.15
NLA12_PA-118	2012	1	6	27		1.865
NLA12_PA-109	2012	1	6	26	Y	
NLA12_NY-0102	2012	1	6	27		2.25
NLA12_WV-R01	2012	1	6	27		4.2
NLA12_DE-102	2012	1	6	27		0.325
NLA12_MN-150	2012	1	6	27		1.25
NLA12_IA-R02	2012	1	6	28		0.3
NLA12_ND-102	2012	1	6	27		0.44
NLA12_OR-111	2012	1	6	27		0.3
NLA12_IA-113	2012	1	6	28		1.475
NLA12_TX-107	2012	1	6	27		3.15
NLA12_KS-121	2012	1	6	28		0.485
NLA12_ND-119	2012	1	6	28	Y	
NLA12_ND-167	2012	1	6	28		0.725
NLA12_CT-102	2012	1	6	28		6.85
NLA12_LA-134	2012	2	6	28		1.05
NLA12_NH-103	2012	1	6	28	N	6.45
NLA12_TX-105	2012	1	6	28		0.69
NLA12_ND-187	2012	1	6	26		1.65
NLA12_LA-101	2012	2	6	26		0.85
NLA12_UT-186	2012	1	6	28		1.14
NLA12_UT-141	2012	1	6	28		0.15
NLA12_MN-138	2012	1	6	28		0.95
NLA12_SD-102	2012	1	6	28		1.05
NLA12_CO-114	2012	1	6	27		1.395
NLA12_CO-131	2012	1	6	28		3.65
NLA12_MN-153	2012	1	6	28		2.45
NLA12_WV-112	2012	1	6	28		0.425
NLA12_MT-142	2012	1	6	28	Y	
NLA12_GA-118	2012	1	6	28		4.035
NLA12_MD-105	2012	1	6	28		1.1
NLA12_IA-150	2012	1	7	2		1.175
NLA12_LA-172	2012	1	6	29		0.45
NLA12_OK-103	2012	1	7	2		0.95
NLA12_OH-103	2012	1	7	2		2.03
NLA12_WA-118	2012	1	7	2		3.75
NLA12_UT-148	2012	1	7	2		0.15
NLA12_KS-122	2012	1	7	2		0.6
NLA12_RI-102	2012	1	7	2	Y	1.1
NLA12_ID-168	2012	1	7	2	N	4.7
NLA12_KY-107	2012	2	7	2		1.35
NLA12_ID-141	2012	1	7	3	N	5
NLA12_UT-125	2012	1	7	4		5.775
NLA12_KY-116	2012	1	7	1		1.9
NLA12_KY-101	2012	2	7	2		3.45
NLA12_VT-112	2012	1	7	5		1.45
NLA12_ID-113	2012	1	7	3	N	2.35
NLA12_ID-101	2012	1	7	2	N	4.6
NLA12_SD-183	2012	1	7	5		0.65
NLA12_ND-196	2012	1	7	5	N	0.84
NLA12_UT-260	2012	1	7	5		3.05
NLA12_RI-111	2012	1	7	5		2.15
NLA12_MD-101	2012	1	7	5		4.65
NLA12_KS-101	2012	2	7	5		0.045
NLA12_ID-209	2012	1	7	5	Y	4.6
NLA12_ID-175	2012	1	7	5	N	0.225
NLA12_CO-108	2012	1	7	5	Y	
NLA12_IA-152	2012	1	7	5		1.125
NLA12_ND-106	2012	1	7	5		2.65
NLA12_WA-157	2012	1	7	4	Y	
NLA12_WA-121	2012	1	7	5		4.2
NLA12_MO-108	2012	1	7	5		2.865
NLA12_WY-104	2012	1	7	6		6.875
NLA12_WY-107	2012	1	7	7		2.125
NLA12_MI-111	2012	1	7	5		1.25
NLA12_MI-114	2012	1	7	6		2.3
NLA12_MI-135	2012	1	7	6		2.85
NLA12_MI-155	2012	1	7	5		1.45
NLA12_WY-130	2012	1	7	8		2.5
NLA12_IA-104	2012	1	7	9		1.6
NLA12_CA-101	2012	1	7	9		1.625
NLA12_GA-105	2012	1	7	9		3.24
NLA12_MT-107	2012	1	7	9		1.2
NLA12_OK-105	2012	1	7	9		0.275
NLA12_WY-105	2012	1	7	9		2.5
NLA12_OR-104	2012	1	7	9		1.35
NLA12_OK-106	2012	1	7	9		0.425
NLA12_ND-101	2012	2	7	9		0.55
NLA12_IA-127	2012	1	7	10		0.81
NLA12_MO-R02	2012	1	7	10		2.75
NLA12_NJ-131	2012	1	7	9	Y	0.85
NLA12_MN-147	2012	1	7	10		2.875
NLA12_VA-111	2012	1	7	10		0.61
NLA12_VA-101	2012	1	7	10		0.665
NLA12_WA-138	2012	1	7	10		3.15
NLA12_VT-R01	2012	1	7	10	Y	
NLA12_UT-169	2012	1	7	10		0.8
NLA12_NJ-118	2012	1	7	10		1.4
NLA12_OK-117	2012	1	7	10		0.275
NLA12_MN-123	2012	1	7	10		0.7
NLA12_SD-126	2012	1	7	10		2.75
NLA12_TX-176	2012	1	7	10		0.35
NLA12_CA-180	2012	1	7	10		4.9
NLA12_MT-143	2012	1	7	10		3.4
NLA12_ND-134	2012	1	7	10		0.64
NLA12_ND-107	2012	1	7	10		0.55
NLA12_MO-R01	2012	1	7	11		4.9
NLA12_WY-135	2012	1	7	11		2.625
NLA12_WY-131	2012	1	7	10		2.95
NLA12_CT-104	2012	1	7	11		1.45
NLA12_RI-110	2012	1	7	10		0.625
NLA12_VA-121	2012	1	7	11		0.53
NLA12_VA-105	2012	1	7	11		0.885
NLA12_VT-R02	2012	1	7	11		9.32
NLA12_UT-210	2012	1	7	11		3.275
NLA12_OR-169	2012	1	7	11		4.05
NLA12_CO-115	2012	1	7	11	Y	
NLA12_MI-101	2012	1	7	11		2.65
NLA12_NH-102	2012	1	7	11	N	1.75
NLA12_OH-136	2012	1	7	11		0.34
NLA12_OK-302	2012	1	7	11		2.19
NLA12_SD-158	2012	1	7	11		0.475
NLA12_TX-170	2012	1	7	11		0.65
NLA12_TX-190	2012	1	7	11		0.55
NLA12_PA-105	2012	1	7	10		2.605
NLA12_PA-110	2012	1	7	11		0.85
NLA12_MN-101	2012	1	7	11		2.05
NLA12_IA-134	2012	1	7	12		0.435
NLA12_CA-105	2012	1	7	11		0.65
NLA12_MO-115	2012	1	7	11		1.385
NLA12_MT-108	2012	1	7	11		0.625
NLA12_NV-105	2012	1	7	11		0.63
NLA12_NV-119	2012	1	7	10		1.4
NLA12_NV-104	2012	1	7	12		0.675
NLA12_RI-112	2012	1	7	11		1.15
NLA12_MN-116	2012	1	7	12		0.7
NLA12_WA-141	2012	1	7	11		3.3
NLA12_RI-113	2012	1	7	12		1.3
NLA12_SD-111	2012	1	7	12		4
NLA12_NJ-102	2012	1	7	12		0.95
NLA12_NJ-119	2012	1	7	11		2.4
NLA12_UT-101	2012	2	7	12	Y	1.9
NLA12_UT-222	2012	1	7	12		1.35
NLA12_UT-137	2012	1	7	11		2.01
NLA12_ID-112	2012	1	7	12		3.1
NLA12_ID-102	2012	1	7	13	Y	
NLA12_ID-108	2012	1	7	13		3.275
NLA12_ID-207	2012	1	7	12		1.975
NLA12_CA-R13	2012	1	7	13		10.5
NLA12_CO-101	2012	1	7	13		0.415
NLA12_NY-R02	2012	1	7	11		7.6
NLA12_TX-136	2012	1	7	15		0.35
NLA12_WA-101	2012	1	7	12		0.94
NLA12_ID-165	2012	1	7	15		2.5
NLA12_ID-121	2012	1	7	14	Y	
NLA12_ID-105	2012	1	7	13		2.55
