SITE_ID	YEAR	VISIT_NO	MONTH	DAY	SECMEAN_m	CLEAR_TO_BOTTOM
NLA06608-1524	2007	1	6	12	0.26	
NLA06608-1527	2007	1	8	8	0.09	
NLA06608-1529	2007	1	6	19	1.2	
NLA06608-1532	2007	1	7	24	1.06	
NLA06608-1537	2007	1	7	15	2.7	
NLA06608-1538	2007	1	7	26	3.2	
NLA06608-1544	2007	1	7	25	0.42	
NLA06608-1556	2007	1	8	14	2.32	
NLA06608-1558	2007	1	9	12		Y
NLA06608-1560	2007	1	8	21	0.95	
NLA06608-1561	2007	1	6	19	2.1	
NLA06608-1562	2007	1	6	11	2.32	
NLA06608-1564	2007	1	6	26	0.15	
NLA06608-1568	2007	1	7	10	0.31	
NLA06608-1569	2007	1	8	14	0.65	
NLA06608-1572	2007	1	8	20	1.83	
NLA06608-1575	2007	1	7	24	0.68	
NLA06608-1576	2007	1	9	9	0.38	
NLA06608-1577	2007	1	7	19	3.85	
NLA06608-1578	2007	1	8	21	1.13	
NLA06608-1579	2007	1	7	24	3.49	
NLA06608-1586	2007	1	7	10		Y
NLA06608-1593	2007	1	8	8	2.75	
NLA06608-1595	2007	1	6	28	1.55	
NLA06608-1596	2007	1	8	20	0.15	
NLA06608-1600	2007	1	7	19	1.95	
NLA06608-1602	2007	1	5	30	2.13	
NLA06608-1608	2007	1	8	26	0.83	
NLA06608-1610	2007	1	8	15		
NLA06608-1617	2007	1	8	8	3.27	
NLA06608-1623	2007	1	7	19	0.25	
NLA06608-1626	2007	1	8	8	1.95	
NLA06608-1630	2007	1	7	12	0.41	
NLA06608-1631	2007	1	8	8	1.82	
NLA06608-1633	2007	1	7	13	3.6	
NLA06608-1637	2007	1	8	28	1.45	
NLA06608-1638	2007	1	8	6	15.13	
NLA06608-1640	2007	1	7	26	0.78	
NLA06608-1641	2007	1	6	19	0.19	
NLA06608-1643	2007	1	7	19	3.5	
NLA06608-1652	2007	1	6	13	0.78	
NLA06608-1654	2007	1	7	9	2.25	
NLA06608-1655	2007	1	6	6	0.12	
NLA06608-1668	2007	1	7	17	1.3	
NLA06608-1672	2007	1	9	5	0.15	
NLA06608-1674	2007	1	7	27	3.05	
NLA06608-1675	2007	1	7	23	4.05	
NLA06608-1679	2007	1	7	15	2.25	
NLA06608-1684	2007	1	6	27	1.13	
NLA06608-1684	2007	2	8	21	1.22	
NLA06608-1687	2007	1	7	9	0.75	
NLA06608-1690	2007	1	9	10	3.95	
NLA06608-1695	2007	1	9	6	3.7	
NLA06608-1703	2007	1	8	28	0.28	
NLA06608-1704	2007	1	9	5	1	
NLA06608-1706	2007	1	9	17		Y
NLA06608-1707	2007	1	7	22	1.5	
NLA06608-1711	2007	1	9	4	2.2	
NLA06608-1715	2007	1	9	6	1.43	
NLA06608-1717	2007	1	9	25	5.5	
NLA06608-1719	2007	1	6	18	0.11	
NLA06608-1723	2007	1	6	20	3.45	
NLA06608-1724	2007	1	8	7	0.91	
NLA06608-1733	2007	1	7	12	0.35	
NLA06608-1735	2007	1	9	11	0.95	
NLA06608-1736	2007	1	8	1	0.58	
NLA06608-1739	2007	1	7	20	5	
NLA06608-1740	2007	1	8	10	0.76	
NLA06608-1741	2007	1	7	9	0.36	
NLA06608-1742	2007	1	7	18	4.95	
NLA06608-1748	2007	1	7	31	5.25	
NLA06608-1753	2007	1	8	22		Y
NLA06608-1755	2007	1	8	20	1.35	
NLA06608-1758	2007	1	7	23		Y
NLA06608-1771	2007	1	8	28	2.7	
NLA06608-1775	2007	1	8	24	0.65	
NLA06608-1781	2007	1	10	2	0.6	
NLA06608-1782	2007	1	9	13	0.95	
NLA06608-1789	2007	1	9	19	4.25	
NLA06608-1791	2007	1	8	8	4.03	
NLA06608-1793	2007	1	7	23	2.75	
NLA06608-1800	2007	1	8	27	0.78	
NLA06608-1802	2007	1	9	12	1.32	
NLA06608-1804	2007	1	6	27	1.15	
NLA06608-1808	2007	1	9	13	0.64	
NLA06608-1810	2007	1	7	16	0.55	
NLA06608-1811	2007	1	6	25	1.41	
NLA06608-1812	2007	1	8	27	2.3	
NLA06608-1818	2007	1	7	10	8.09	
NLA06608-1821	2007	1	8	9	0.3	
NLA06608-1824	2007	1	7	25	0.65	
NLA06608-1825	2007	1	9	11	0.55	
NLA06608-1835	2007	1	7	24	3.05	
NLA06608-1836	2007	1	8	13	0.36	
NLA06608-1839	2007	1	9	20	1.03	
NLA06608-1840	2007	1	8	15	0.46	
NLA06608-1851	2007	1	8	21	1.07	
NLA06608-1856	2007	1	7	24	0.5	
NLA06608-1857	2007	1	7	25	6.95	
NLA06608-1861	2007	1	8	1	0.65	
NLA06608-1862	2007	1	7	12	0.1	
NLA06608-1863	2007	1	9	7	1.33	
NLA06608-1866	2007	1	7	23		Y
NLA06608-1867	2007	1	7	18	0.53	
NLA06608-1868	2007	1	8	15	1.8	
NLA06608-1871	2007	1	7	19	1.65	
NLA06608-1873	2007	1	9	11	9.16	
NLA06608-1874	2007	1	8	14	2.85	
NLA06608-1879	2007	1	8	22	0.27	
NLA06608-1884	2007	1	7	18	0.95	
NLA06608-1893	2007	1	7	12	0.19	
NLA06608-1894	2007	1	8	8		
NLA06608-1906	2007	1	7	20	1.33	
NLA06608-1908	2007	1	8	7	4.95	
NLA06608-1910	2007	1	7	11	0.8	
NLA06608-1930	2007	1	7	24	3.3	
NLA06608-1936	2007	1	9	13	0.4	
NLA06608-1948	2007	1	8	21	0.84	
NLA06608-1953	2007	1	8	25	2.13	
NLA06608-1958	2007	1	8	27	4.63	
NLA06608-1959	2007	1	6	11	0.51	
NLA06608-1960	2007	1	8	23	0.3	
NLA06608-1968	2007	1	8	23	0.24	
NLA06608-1975	2007	1	8	8	2.46	
NLA06608-1985	2007	1	7	21	10.45	
NLA06608-1989	2007	1	8	2	1.45	
NLA06608-1992	2007	1	9	20	0.4	
NLA06608-1998	2007	1	8	6	2.75	
NLA06608-1998	2007	2	9	11	1.98	
NLA06608-2005	2007	1	7	12	0.3	
NLA06608-2007	2007	1	6	24	1.11	
NLA06608-2010	2007	1	7	19	1.61	
NLA06608-2027	2007	1	6	20	1.13	
NLA06608-2036	2007	1	7	11	1.56	
NLA06608-2037	2007	1	6	14	0.42	
NLA06608-2039	2007	1	8	9	0.13	
NLA06608-2049	2007	1	9	17	4.15	
NLA06608-2056	2007	1	8	22	0.37	
NLA06608-2072	2007	1	8	30	0.68	
NLA06608-2074	2007	1	6	13	0.65	
NLA06608-2076	2007	1	9	12	1.93	
NLA06608-2078	2007	1	8	24	2.59	
NLA06608-2082	2007	1	9	4	2.1	
NLA06608-2086	2007	1	8	29	4.15	
NLA06608-2087	2007	1	7	25	0.34	
NLA06608-2091	2007	1	7	2	0.99	
NLA06608-2092	2007	1	9	15	0.43	
NLA06608-2094	2007	1	7	11	1.07	
NLA06608-2095	2007	1	7	8	0.79	
NLA06608-2103	2007	1	6	13	0.79	
NLA06608-2114	2007	1	7	25	2.7	
NLA06608-2117	2007	1	9	25	0.25	
NLA06608-2120	2007	1	7	25	1.16	
NLA06608-2123	2007	1	8	13	0.24	
NLA06608-2131	2007	1	6	26	0.43	
NLA06608-2134	2007	1	8	1	1.71	
NLA06608-2135	2007	1	8	20	1.45	
NLA06608-2152	2007	1	10	2	1.61	
NLA06608-2154	2007	1	7	23	0.59	
NLA06608-2155	2007	1	7	25	2.5	
NLA06608-2162	2007	1	7	9	2.48	
NLA06608-2170	2007	1	8	24		
NLA06608-2177	2007	1	9	14	5.45	
NLA06608-2185	2007	1	7	19	2.6	
NLA06608-2187	2007	1	7	10	1.25	
NLA06608-2193	2007	1	8	22		Y
NLA06608-2196	2007	1	8	9	2.65	
NLA06608-2217	2007	1	6	5	2.98	
NLA06608-2219	2007	1	7	10	1.17	
NLA06608-2241	2007	1	9	6	5.63	
NLA06608-2250	2007	1	7	29	9.4	
NLA06608-2253	2007	1	7	12	0.87	
NLA06608-2257	2007	1	8	24	4.72	
NLA06608-2266	2007	1	6	23	2	
NLA06608-2267	2007	1	8	6	1.75	
NLA06608-2283	2007	1	7	17	3.15	
NLA06608-2305	2007	1	7	16	2.31	
NLA06608-2322	2007	1	8	23	3.4	
NLA06608-2332	2007	1	8	9	1.1	
NLA06608-2333	2007	1	7	31	1.06	
NLA06608-2345	2007	1	8	16	1.25	
NLA06608-2354	2007	1	7	13	2.63	
NLA06608-2372	2007	1	8	28	1	
NLA06608-2379	2007	1	7	31	5.05	
NLA06608-2418	2007	1	7	11	1.12	
NLA06608-2426	2007	1	9	27	0.38	
NLA06608-2429	2007	1	8	14	4.65	
NLA06608-2438	2007	1	9	11	0.11	
NLA06608-2450	2007	1	7	24	7.48	
NLA06608-2453	2007	1	7	10	0.3	
NLA06608-2457	2007	1	8	23	2.35	
NLA06608-2463	2007	1	7	19	5.25	
NLA06608-2477	2007	1	6	26	1.2	
NLA06608-2481	2007	1	8	1	3.98	
NLA06608-2492	2007	1	7	24	0.86	
NLA06608-2497	2007	1	7	17	0.7	
NLA06608-2507	2007	1	7	11	0.82	
NLA06608-2513	2007	1	8	21	5.19	
NLA06608-2523	2007	1	7	31	0.79	
NLA06608-2524	2007	1	9	14	0.98	
NLA06608-2565	2007	1	8	22	1.15	
NLA06608-2566	2007	1	7	12		Y
NLA06608-2593	2007	1	7	26	0.55	
NLA06608-2629	2007	1	7	10	0.5	
NLA06608-2634	2007	1	7	30		Y
NLA06608-2640	2007	1	8	9	1	
NLA06608-2644	2007	1	8	20	0.41	
NLA06608-2655	2007	1	8	29	1.65	
NLA06608-2657	2007	1	9	13		Y
NLA06608-2663	2007	1	7	10		Y
NLA06608-2673	2007	1	9	18	5.5	
NLA06608-2685	2007	1	9	14	2.45	
NLA06608-2696	2007	1	7	26	0.75	
NLA06608-2704	2007	1	9	11	0.25	
NLA06608-2708	2007	1	8	8	2.4	
NLA06608-2714	2007	1	8	11	3.85	
NLA06608-2715	2007	1	8	17	0.52	
NLA06608-2726	2007	1	9	12	6.99	
NLA06608-2740	2007	1	8	14	0.65	
NLA06608-2753	2007	1	8	30	2.67	
NLA06608-2759	2007	1	8	30		Y
NLA06608-2776	2007	1	10	16	0.79	
NLA06608-2779	2007	1	7	18	1.85	
NLA06608-2797	2007	1	6	28	2.13	
NLA06608-2800	2007	1	9	25	4	
NLA06608-2801	2007	1	8	1	0.35	
NLA06608-2807	2007	1	8	13	0.9	
NLA06608-2823	2007	1	9	5	1.08	
NLA06608-2824	2007	1	8	13	0.8	
NLA06608-2831	2007	1	8	1	0.48	
NLA06608-2833	2007	1	8	15	4.39	
NLA06608-2874	2007	1	9	26	4.2	
NLA06608-2881	2007	1	9	21	6.95	
NLA06608-2889	2007	1	7	18	8.2	
NLA06608-2891	2007	1	7	16	3	
NLA06608-2916	2007	1	8	6	3.3	
NLA06608-2924	2007	1	8	1	1.21	
NLA06608-2954	2007	1	7	26	1.58	
NLA06608-2955	2007	1	6	28	0.74	
NLA06608-2972	2007	1	8	19	0.16	
NLA06608-2987	2007	1	8	1	0.99	
NLA06608-2996	2007	1	10	18	0.28	
NLA06608-3032	2007	1	10	17	0.29	
NLA06608-3035	2007	1	7	25	3.65	
NLA06608-3083	2007	1	8	6	1.18	
NLA06608-3096	2007	1	9	25	2.49	
NLA06608-3121	2007	1	8	7	1.55	
NLA06608-3147	2007	1	8	21	1.05	
NLA06608-3153	2007	1	9	25	7	
NLA06608-3157	2007	1	7	11	2.3	
NLA06608-3160	2007	1	8	15	0.27	
NLA06608-3169	2007	1	8	21	0.45	
NLA06608-3228	2007	1	10	9	0.82	
NLA06608-3265	2007	1	9	5	6.27	
NLA06608-3303	2007	1	10	17	0.79	
NLA06608-3313	2007	1	8	16	0.97	
NLA06608-3320	2007	1	9	17	0.4	
NLA06608-3329	2007	1	7	19	2.88	
NLA06608-3480	2007	1	8	14	0.59	
NLA06608-3484	2007	1	8	20	0.16	
NLA06608-3608	2007	1	8	16	0.69	
NLA06608-3616	2007	1	7	30	1.3	
NLA06608-3644	2007	1	8	15	0.52	
NLA06608-3656	2007	1	8	22	0.23	
NLA06608-3660	2007	1	8	23	0.05	
NLA06608-3698	2007	1	7	19	2.56	
NLA06608-3846	2007	1	7	12	4.79	
NLA06608-3890	2007	1	7	11	3.9	
NLA06608-3911	2007	1	9	17	0.73	
NLA06608-4056	2007	1	7	5	1	
NLA06608-4064	2007	1	7	31	0.9	
NLA06608-4206	2007	1	9	19	0.62	
NLA06608-4252	2007	1	8	23	4.95	
NLA06608-4320	2007	1	9	10	0.8	
NLA06608-4382	2007	1	9	10	0.75	
NLA06608-4413	2007	1	7	18	2.7	
NLA06608-4414	2007	1	8	29	0.88	
NLA06608-4440	2007	1	9	4	0.83	
NLA06608-4472	2007	1	8	7	0.3	
NLA06608-4504	2007	1	6	5	0.88	
NLA06608-4610	2007	1	7	24	1.62	
NLA06608-4643	2007	1	8	21	1.15	
NLA06608-4650	2007	1	9	13	0.79	
NLA06608-4659	2007	1	9	19	0.37	
NLA06608-4686	2007	1	9	12	0.38	
NLA06608-4698	2007	1	9	16	0.63	
NLA06608-4828	2007	1	9	4	1.23	
NLA06608-4929	2007	1	7	17	0.94	
NLA06608-4949	2007	1	8	29	0.83	
NLA06608-9999	2007	1	7	31	8.55	
NLA06608-ACAD_LAKES_0435	2007	1	8	1		Y
NLA06608-ALPS-1218	2007	1	8	3	1.04	
NLA06608-ALSC:020149	2007	1	9	11	3.7	
NLA06608-ELS:1C2-032	2007	1	7	12	1.28	
NLA06608-ELS:1C3-003	2007	1	8	15	3.77	
NLA06608-ELS:1D1-035	2007	1	7	25	1.52	
NLA06608-ELS:1D2-087	2007	1	7	27	0.86	
NLA06608-ELS:1E1-052	2007	1	8	7	4.5	
NLA06608-ELS:1E1-096	2007	1	8	9	2.06	
NLA06608-ELS:1E1-128	2007	1	8	10	2.46	
NLA06608-ELS:1E2-027	2007	1	8	14		Y
NLA06608-ELS:1E3-002	2007	1	8	7		Y
NLA06608-ELS:1E3-012	2007	1	8	28	5.28	
NLA06608-ELS:1E3-071	2007	1	8	8		Y
NLA06608-ELS:2B2-008	2007	1	8	21	1.39	
NLA06608-ELS:2C2-048	2007	1	8	24	2.79	
NLA06608-ELS:2C3-018	2007	1	8	25	1.94	
NLA06608-ELS:2D3-008	2007	1	8	10	5.05	
NLA06608-EMAP:ME011L	2007	1	9	14	2.5	
NLA06608-EMAP:ME012L	2007	1	8	28	5.64	
NLA06608-EMAP:ME254L	2007	1	9	5	3.92	
NLA06608-EMAP:ME263L	2007	1	8	9	1.58	
NLA06608-EMAP:ME518L	2007	1	8	10	4.59	
NLA06608-FL:107895579	2007	1	8	1	1.35	
NLA06608-FL:16674741	2007	1	8	3	3.4	
NLA06608-FL:18261987	2007	1	8	5	1.25	
NLA06608-FL:99324403	2007	1	8	4	1.25	
NLA06608-FL:99344895	2007	1	8	6		Y
NLA06608-IN:646	2007	1	7	31	1.7	
NLA06608-MI:7007	2007	1	8	1	2.84	
NLA06608-MN:03-0029	2007	1	8	8	3.75	
NLA06608-MN:06-0002	2007	1	9	6	0.55	
NLA06608-MN:11-0102	2007	1	8	11	3.65	
NLA06608-MN:15-0010	2007	1	8	9	3.91	
NLA06608-MN:22-0074	2007	1	9	11	0.6	
NLA06608-MN:49-0140	2007	1	9	24	6.35	
NLA06608-MN:51-0063	2007	1	9	5	0.25	
NLA06608-MN:56-0306	2007	1	9	17	2.45	
NLA06608-MN:61-0037	2007	1	9	25	2.55	
NLA06608-MN:74-0023	2007	1	9	12	1.43	
NLA06608-MN:75-0200	2007	1	9	7	0.35	
NLA06608-MN:77-0019	2007	1	9	16	2.18	
NLA06608-MN:87-0030	2007	1	9	8	0.4	
NLA06608-NELP-0253	2007	1	8	8	5.92	
NLA06608-NELP-0955	2007	1	8	29	6.07	
NLA06608-NELP-1041	2007	1	8	1		Y
NLA06608-NELP-1330	2007	1	8	28	6.91	
NLA06608-NELP-2155	2007	1	8	29	7.37	
NLA06608-NELP-3355	2007	1	8	29		Y
NLA06608-NELP-3586	2007	1	8	30	6.22	
NLA06608-NH250L	2007	1	7	26	2.65	
NLA06608-NH4912	2007	1	8	9	7.15	
NLA06608-NV:2	2007	1	9	21	3.1	
NLA06608-NV:3	2007	1	9	20		Y
NLA06608-NV:4	2007	1	9	17	0.08	
NLA06608-OH:19	2007	1	9	6	1.9	
NLA06608-OH:22	2007	1	9	5	5.68	
NLA06608-R10BULLTR	2007	1	8	16	8.25	
NLA06608-R10CAPEHO	2007	1	8	14		Y
NLA06608-R10CHARLT	2007	1	8	8	17.1	
NLA06608-R10COUNCI	2007	1	8	22	9.25	
NLA06608-R10DEERLA	2007	1	8	9		Y
NLA06608-R10FISHLA	2007	1	8	12	2.9	
NLA06608-R10FOURMI	2007	1	8	7	18.1	
NLA06608-R10RAINYL	2007	1	8	19	13	
NLA06608-R10SQUAWL	2007	1	8	24	9.25	
NLA06608-R10ULAKE	2007	1	8	21	2.15	
NLA06608-R10YELLOW	2007	1	8	15	18.25	
NLA06608-R31	2007	1	7	30	4.2	
NLA06608-R314	2007	1	8	15	3.26	
NLA06608-R315	2007	1	8	28	4.21	
NLA06608-R318	2007	1	8	16	3.94	
NLA06608-R319	2007	1	9	18	0.46	
NLA06608-R32	2007	1	8	1	6.9	
NLA06608-R322	2007	1	9	4	3.11	
NLA06608-R323	2007	1	9	19	1.05	
NLA06608-R324	2007	1	9	20	2.4	
NLA06608-R326	2007	1	9	18	0.65	
NLA06608-R328	2007	1	9	6	5.81	
NLA06608-R333	2007	1	9	17	1.47	
NLA06608-R334	2007	1	8	8	1.65	
NLA06608-R336	2007	1	8	21	1.03	
NLA06608-R34	2007	1	8	28	3.33	
NLA06608-R5:KATHRYN	2007	1	8	22	2.34	
NLA06608-R5:OTTAWA	2007	1	8	23	7.95	
NLA06608-R7101	2007	1	9	18	0.15	
NLA06608-R7103	2007	1	9	18	0.45	
NLA06608-R7104	2007	1	9	18		Y
NLA06608-R7106	2007	1	9	20	0.53	
NLA06608-R715	2007	1	8	30	0.55	
NLA06608-R716	2007	1	8	31	1.35	
NLA06608-R723	2007	1	8	23	1.45	
NLA06608-R728	2007	1	8	15	0.95	
NLA06608-R730	2007	1	7	3	0.53	
NLA06608-R733	2007	1	7	2	0.88	
NLA06608-R736	2007	1	7	12	1.8	
NLA06608-R746	2007	1	7	16	1	
NLA06608-R750	2007	1	7	18	0.7	
NLA06608-R759	2007	1	7	26	1.55	
NLA06608-R764	2007	1	8	24	1.3	
NLA06608-R767	2007	1	8	2	3	
NLA06608-R769	2007	1	8	1	3.9	
NLA06608-R770	2007	1	8	2	3	
NLA06608-R772	2007	1	9	7	1.25	
NLA06608-R775	2007	1	9	6	2.4	
NLA06608-R784	2007	1	9	20	0.95	
NLA06608-R788	2007	1	9	18		Y
NLA06608-R791	2007	1	9	19	0.15	
NLA06608-R792	2007	1	9	19	0.15	
NLA06608-R796	2007	1	9	19	0.21	
NLA06608-TX:10	2007	1	9	11	1	
NLA06608-TX:14	2007	1	9	10	1.65	
NLA06608-TX:15	2007	1	9	8	1.45	
NLA06608-TX:19	2007	1	9	15	1.55	
NLA06608-TX:22	2007	1	9	17	0.55	
NLA06608-TX:27	2007	1	9	6	0.8	
NLA06608-TX:29	2007	1	9	13	2.55	
NLA06608-TX:30	2007	1	9	18	0.45	
NLA06608-TX:5	2007	1	9	5	1.88	
NLA06608-WI:LOWES	2007	1	7	11	1.4	
NLA06608-WI:SY	2007	1	7	17	1.25	
